lon,lat
1.967361184,54.90829858
2.433232843,54.88830677
2.898503637,54.86653621
3.36312365,54.84299216
3.827043414,54.81768028
4.290213935,54.7906066
4.752586727,54.76177762
5.214113841,54.73120017
5.674747895,54.69888152
6.134442099,54.6648293
6.593150285,54.62905153
7.050826935,54.59155661
7.507427199,54.55235329
7.962906928,54.5114507
8.41722269,54.46885829
-1.294844455,55.26755311
-0.823032117,55.26004927
-0.351467172,55.25072387
0.1197971,55.23957919
0.590707628,55.22661798
1.061211597,55.21184344
1.531256475,55.19525917
2.000790055,55.17686925
2.469760489,55.15667817
2.938116324,55.13469086
3.405806534,55.11091266
3.872780555,55.08534934
4.338988318,55.05800709
4.80438028,55.02889252
5.268907456,54.99801261
5.732521449,54.96537478
6.195174478,54.93098682
6.656819406,54.89485692
7.11740977,54.85699363
7.576899801,54.81740589
8.035244456,54.77610301
-1.283201198,55.53700759
-0.808172786,55.52942833
-0.333397522,55.52000924
0.141070081,55.50875265
0.615175728,55.49566138
1.088865386,55.48073867
1.562085322,55.46398823
2.034782137,55.4454142
2.506902806,55.42502118
2.978394714,55.4028142
3.449205689,55.37879871
3.919284042,55.35298061
4.388578594,55.32536623
4.857038717,55.29596228
5.324614358,55.26477592
5.791256076,55.23181472
6.256915071,55.19708661
6.72154321,55.16059997
7.185093058,55.12236352
7.647517905,55.08238639
8.108771789,55.04067807
8.568809522,54.99724842
-1.749861765,55.81224393
-1.271359468,55.80644849
-0.793060278,55.79879278
-0.315020172,55.78927871
0.162705061,55.77790868
0.640059865,55.76468556
1.116988955,55.74961266
1.593437353,55.73269378
2.069350433,55.71393315
2.544673958,55.69333545
3.019354115,55.67090582
3.493337553,55.64664984
3.96657142,55.62057353
4.439003398,55.59268335
4.910581737,55.56298616
5.38125529,55.53148926
5.85097354,55.49820038
6.319686637,55.46312764
6.787345426,55.42627955
7.253901475,55.38766505
7.719307104,55.34729343
8.183515408,55.3051744
8.646480289,55.261318
-2.705210023,56.08779542
-2.223132802,56.08570349
-1.741148475,56.08172995
-1.259314607,56.07587582
-0.777688654,56.06814258
-0.296327913,56.05853222
0.184710516,56.04704718
0.66536977,56.03369039
1.145593272,56.01846524
1.625324765,56.0013756
2.104508356,55.98242579
2.583088557,55.9616206
3.061010319,55.93896529
3.538219076,55.91446554
4.014660781,55.88812751
4.490281941,55.85995779
4.965029651,55.82996339
5.438851635,55.79815178
5.911696272,55.76453082
6.383512632,55.72910883
6.854250509,55.69189449
7.323860444,55.65289692
7.792293762,55.61212562
8.259502592,55.56959048
-2.703133723,56.35733039
-2.217661658,56.35521718
-1.732284705,56.35120323
-1.247061807,56.34528957
-0.762051784,56.33747773
-0.2773133,56.32776973
0.207095191,56.31616808
0.691115481,56.30267575
1.174689659,56.28729622
1.657760146,56.27003344
2.140269744,56.25089183
2.622161673,56.22987628
3.103379613,56.20699216
3.583867745,56.18224529
4.063570787,56.15564194
4.542434037,56.12718885
5.020403402,56.09689319
5.497425443,56.06476257
5.973447401,56.03080505
6.448417238,55.99502909
6.922283664,55.95744358
7.394996167,55.91805781
7.866505049,55.8768815
-2.212095388,56.62471872
-1.723266864,56.62066378
-1.234596102,56.61468975
-0.746143342,56.6067982
-0.257968651,56.59699118
0.229868115,56.58527126
0.717307362,56.57164149
1.204289799,56.55610541
1.690756487,56.53866706
2.176648878,56.51933096
2.661908862,56.49810211
3.146478806,56.47498598
3.630301599,56.44998854
4.113320689,56.42311619
4.595480125,56.39437581
5.076724592,56.36377474
5.556999452,56.33132074
6.036250778,56.29702204
6.514425388,56.26088729
6.991470877,56.22292557
7.467335654,56.18314637
7.941968967,56.1415596
-2.206431702,56.89420814
-1.714091238,56.89011163
-1.221912369,56.88407637
-0.729956794,56.87610396
-0.238286035,56.86619652
0.253038609,56.85435664
0.743956109,56.84058746
1.234405755,56.8248926
1.724327197,56.80727619
2.213660499,56.78774284
2.702346177,56.76629767
3.190325244,56.74294628
3.677539257,56.71769475
4.163930352,56.69054963
4.649441294,56.66151795
5.134015508,56.6306072
5.617597122,56.59782533
6.100131003,56.56318074
6.581562793,56.52668226
7.061838945,56.48833917
7.540906752,56.44816117
8.018714383,56.40615837
-1.704753995,57.1595468
-1.209005313,57.15344943
-0.713485394,57.145395
-0.218257259,57.13538567
0.2766163,57.12342411
0.771072773,57.10951352
1.265049981,57.0936576
1.758486124,57.07586057
2.251319828,57.05612715
2.743490192,57.03446258
3.234936834,57.01087256
3.725599934,56.98536333
4.215420281,56.95794158
4.704339309,56.92861449
5.192299148,56.89738971
5.679242654,56.86427538
6.165113453,56.82928007
6.649855979,56.79241281
7.133415504,56.75368307
7.615738179,56.71310077
8.096771062,56.67067623
-1.695251174,57.42896933
-1.195869466,57.42280893
-0.696722169,57.41467128
-0.197873859,57.40455858
0.300611132,57.39247357
0.798668764,57.37841951
1.296235343,57.36240019
1.793247568,57.34441992
2.289642583,57.32448354
2.785358024,57.30259639
3.280332067,57.27876432
3.774503475,57.25299369
4.267811641,57.22529135
4.760196636,57.19566463
5.251599249,57.16412138
5.741961027,57.13066987
6.231224319,57.0953189
6.719332312,57.05807768
7.206229068,57.01895589
7.691859559,56.97796366
8.176169701,56.93511155
-3.698969899,57.70327326
-3.195594302,57.70505148
-2.692192812,57.70482842
-2.18883207,57.70260413
-1.685578684,57.69837923
-1.182499175,57.69215488
-0.679659918,57.68393278
-0.177127091,57.67371519
0.32503338,57.6615049
0.826755875,57.64730526
1.327975133,57.63112015
1.828626304,57.61295396
2.328645002,57.59281165
2.827967352,57.57069869
3.326530041,57.54662104
3.824270369,57.52058522
4.321126293,57.49259823
4.817036474,57.46266758
5.311940318,57.43080127
5.805778027,57.39700778
6.298490632,57.36129607
6.790020037,57.32367559
7.280309056,57.28415622
7.769301452,57.24274831
8.256941968,57.19946264
-3.704207247,57.97272161
-3.197060017,57.97451839
-2.689886241,57.974293
-2.182754238,57.97204551
-1.675732294,57.96777654
-1.168888598,57.96148727
-0.662291194,57.95317946
-0.156007916,57.94285542
0.349893663,57.930518
0.855346291,57.91617062
1.360283087,57.89981724
1.8646376,57.88146239
2.368343863,57.86111111
2.871336441,57.838769
3.373550486,57.81444218
3.874921786,57.78813729
4.375386815,57.7598615
4.874882778,57.72962249
5.373347663,57.69742843
5.870720277,57.66328801
6.366940297,57.62721039
6.861948305,57.58920521
7.355685834,57.54928259
7.848095398,57.5074531
-3.19855228,58.24397378
-2.68753789,58.24374603
-2.176566334,58.24147498
-1.665707629,58.23716127
-1.155031696,58.23080612
-0.6446083,58.22241131
-0.134506989,58.2119792
0.375202961,58.19951273
0.884452609,58.18501539
1.393173403,58.16849125
1.901297236,58.1499449
2.408756507,58.12938154
2.91548417,58.10680687
3.42141379,58.08222717
3.926479596,58.05564923
4.430616531,58.02708038
4.9337603,57.99652847
5.435847423,57.96400188
5.936815275,57.92950947
6.436602133,57.89306062
6.935147221,57.85466518
-2.685146699,58.51318755
-2.170265562,58.51089258
-1.655500167,58.50653345
-1.140922222,58.50011141
-0.626603275,58.49162827
-0.112614647,58.48108647
0.400972627,58.46848899
0.914087857,58.45383942
1.426660763,58.43714191
1.938621528,58.41840118
2.449900861,58.39762253
2.960430052,58.37481181
3.470141027,58.34997544
3.978966405,58.32312036
4.486839547,58.29425409
4.993694613,58.26338464
5.499466606,58.23052059
6.004091424,58.195671
6.507505904,58.15884547
-2.68271157,58.78261762
-2.163849032,58.78029837
-1.645105226,58.77589312
-1.126553713,58.76940315
-0.608267883,58.76083033
-0.090320892,58.75017714
0.427214403,58.73744664
0.944265508,58.7226425
1.460760351,58.70576897
1.976627348,58.68683089
2.491795463,58.66583368
3.006194265,58.64278332
3.519753986,58.61768639
4.032405581,58.59054999
4.544080782,58.56138181
5.054712148,58.53019006
5.564233121,58.49698351
-2.680231367,59.05203629
-2.157313752,59.04969238
-1.634517965,59.04524029
-1.111919482,59.03868134
-0.589593603,59.03001744
-0.067615381,59.01925112
0.453940441,59.00638554
0.9749995,58.99142444
1.495487875,58.97437217
2.015332153,58.95523369
2.53445949,58.93401455
3.052797678,58.91072088
3.5702752,58.8853594
4.086821292,58.85793739
4.602365999,58.82846271
5.116840231,58.79694377
-2.677704915,59.32144362
-2.150656625,59.31907465
-1.623733369,59.31457499
-1.097012607,59.30794597
-0.570571613,59.29918956
-0.044487408,59.28830835
0.481163317,59.27530556
1.006304262,59.26018504
1.530859592,59.24295124
2.054754003,59.22360924
2.577912783,59.20216471
3.100261884,59.17862395
3.62172798,59.15299382
4.142238532,59.12528179
4.661721843,59.0954959
5.180107121,59.06364477
5.697324533,59.02973756
-1.612746248,59.58389725
-1.08182592,59.57719705
-0.551192782,59.56834665
-0.020925888,59.55734872
0.508896049,59.54420655
1.038194727,59.52892408
1.566892329,59.51150588
2.094911592,59.49195715
2.622175875,59.4702837
3.148609225,59.44649197
3.674136446,59.420589
4.198683163,59.39258243
4.722175881,59.36248049
5.765710111,59.29602639
-1.066351998,59.84643456
-0.53144765,59.83748867
0.003080658,59.82637214
0.537152119,59.81308836
1.07068636,59.79764136
1.60360351,59.78003581
2.135824278,59.76027705
2.667270025,59.73837104
3.197862831,59.71432436
3.727525564,59.68814423
4.25618195,59.65983848
4.783756636,59.62941554
-1.05058315,60.11565851
-0.511326418,60.10661557
0.027544122,60.09537852
0.565945495,60.08195083
1.103795179,60.06633663
1.641011179,60.04854071
2.177512106,60.02856854
2.713217249,60.00642623
3.248046652,59.98212052
3.781921182,59.95565881
4.314762602,59.92704911
4.846493637,59.89630008
-1.034511406,60.38486888
-0.490818931,60.3757273
0.052476828,60.36436775
0.595290649,60.35079379
1.137537784,60.33500966
1.679134036,60.31702027
2.219995843,60.29683122
2.760040351,60.27444876
3.299185495,60.24987982
3.837350071,60.22313198
4.374453812,60.19421346
4.910417453,60.1631331
-0.469914662,60.6448238
0.077891549,60.63333973
0.62520258,60.61961708
1.171931376,60.60366021
1.717991458,60.58547415
2.26329701,60.56506464
2.807762961,60.5424381
3.351305061,60.51760163
3.893839964,60.49056299
4.435285299,60.46133061
-0.448602694,60.91390503
0.103801533,60.90229434
0.655696844,60.88842051
1.206993792,60.87228801
1.757603532,60.853902
2.307437916,60.83326837
2.856409572,60.8103937
3.404431988,60.78528526
3.951419599,60.75795103
4.49728786,60.72839963
4.560493412,60.99541955
